0,20,-620,0,0,0,1,1,1,5,5,5
0,40,-940,0,0,0,1,1,1,5,5,5
0,60,-1150,0,0,0,1,1,1,5,5,5
0,0,-1460,0,0,0,1,1,1,5,5,5
0,60,-1280,0,0,0,1,1,1,5,5,5
0,60,-1370,0,0,0,1,1,1,5,5,5
0,60,-1470,0,0,0,1,1,1,5,5,5
0,80,-1590,0,0,0,1,1,1,5,5,5
0,80,-1680,0,0,0,1,1,1,5,5,5
0,80,-1900,0,0,0,1,1,1,5,5,5
0,100,-2360,0,0,0,1,1,1,5,5,5
0,300,-2920,0,0,0,1,1,1,5,5,5
310,300,-3030,0,0,0,1,1,1,5,5,5
730,320,-3030,0,0,0,1,1,1,5,5,5
1090,200,-3030,0,0,0,1,1,1,5,5,5
950,320,-3030,0,0,0,1,1,1,5,5,5
990,320,-3030,0,0,0,1,1,1,5,5,5
1230,320,-3030,0,0,0,1,1,1,5,5,5
1030,320,-3030,0,0,0,1,1,1,5,5,5
1050,320,-3030,0,0,0,1,1,1,5,5,5
